DMP-Slab,Unnamed: 1,Unnamed: 2,Unnamed: 3,Xylyl-Slab,Unnamed: 5,Unnamed: 6,Unnamed: 7,DMP-Edge,Unnamed: 9,Unnamed: 10,Unnamed: 11,Xylyl-Edge,Unnamed: 13,Unnamed: 14,Unnamed: 15,DMP-Corner,Unnamed: 17,Unnamed: 18,Unnamed: 19,Xylyl-Corner,Unnamed: 21,Unnamed: 22,Unnamed: 23
Distance (Angstroms),Binding Energy (eV),Weights,Filename,Distance (Angstroms),Binding Energy (eV),Weights,Filename,Distance (Angstroms),Binding Energy (eV),Weights,Filename,Distance (Angstroms),Binding Energy (eV),Weights,Filename,Distance (Angstroms),Binding Energy (eV),Weights,Filename,Distance (Angstroms),Binding Energy (eV),Weights,Filename
2.1,0.570868568,1.3445044389797466e-13,6,1.8,0.13966082,5.763670898222748e-12,5,1.7,0.625329088,1.1563120095775934e-23,10,1.7,0.772361544,5.155756569213425e-24,6,1.7,0.4211998879,1.3132883072940643e-22,5,1.7,0.297879984,6.0300403627294455e-21,8
2.2,0.327772376,1.7370280124794873e-09,5,1.9,-0.25343461,2.562901821752302e-05,3,1.8,-0.09556434399,1.7981670887942838e-11,6,1.8,0.046611824,9.686725447177628e-12,5,1.8,-0.280349584,9.615456136695083e-11,4,1.8,-0.377196,1.5747449022036391e-09,4
2.3,0.160922816,1.1523059503093694e-06,3,2,-0.4469699,0.048062041436176935,1,1.9,-0.485813352,7.156886501704003e-05,3,1.9,-0.348467768,4.653352450581073e-05,3,1.9,-0.653975176,0.00020032199786774486,3,1.9,-0.725070264,0.0012035449500561385,3
2.4,0.044746992,0.00010625128520996991,1,2.1,-0.52035802,0.8374186661767655,2,2,-0.669917776,0.09296072427861574,1,2,-0.537944056,0.07450584076930292,1,2,-0.823917784,0.14989918639277755,1,2,-0.871074152,0.3545529796478862,1
2.5,-0.036465,0.0025106836605727914,2,2.2,-0.52491439,1.0,4,2.1,-0.7309218,1.0,2,2.1,-0.604630976,1.0,2,2.1,-0.872652432,1.0,2,2.1,-0.89770132,1.0,2
2.6,-0.09341785602,0.023066362604628837,4,2.3,-0.49323859,0.2912719330922279,6,2.2,-0.721825576,0.7017211929269555,4,2.2,-0.60180884,0.8959257424669951,4,2.2,-0.853184304,0.4685488502240664,6,2.2,-0.857892896,0.2122069685607035,5
2.7,-0.133217032,0.10865834124864214,7,2.4,-0.44527639,0.044994720665244,7,2.3,-0.67589212,0.11731070595060504,5,2.3,-0.562959896,0.19735966052137216,7,2.3,-0.7979517121,0.05453318674960133,7,2.3,-0.785747616,0.012783157414804678,6
2.8,-0.159888808,0.3069985627078119,8,2.5,-0.39244647,0.005750446476651806,8,2.3,-0.675892392,0.11731194851727265,7,3,-0.222064064,3.388641137251552e-07,8,3,-0.3486296081,1.3731632104438069e-09,8,3,-0.302173096,8.480516598280729e-11,7
2.9,-0.176792112,0.5929323467420535,9,3,-0.18604781,1.8581720103723137e-06,9,2.4,-0.614074272,0.010565103345494601,8,4,-0.06366010401,7.09735691519409e-10,9,4,-0.1086588321,1.2004239065869166e-13,9,4,-0.08582184801,1.859894952954038e-14,15
3,-0.186495848,0.8651965874791615,10,4,-0.04957003999,9.140561325911202e-09,10,2.5,-0.547879128,0.0008023816513988374,9,5,-0.02396306399,1.5126554409352804e-10,10,5,-0.04594120805,1.04388755007363e-14,10,5,-0.03546744001,2.6175458551698166e-15,9
3.1,-0.190214224,1.0,18,5,-0.01760472999,2.632542005572516e-09,11,3,-0.28409516,2.7750102243233382e-08,18,6,-0.009857823995,8.733575753971275e-11,11,6,-0.02355778402,4.366214691845187e-15,11,6,-0.01893786401,1.3751370648845496e-15,10
3.2,-0.189595968,0.9762117934579775,19,6,-0.006976449997,1.740322601760515e-09,12,4,-0.08886172,1.3850811491464722e-11,11,7,-0.004151264007,6.993308826838383e-11,12,7,-0.01375558404,2.9807819569270463e-15,12,7,-0.012530768,1.0714924945977822e-15,11
3.3,-0.186013592,0.8491000780691331,20,7,-0.003302780007,1.5083447869271543e-09,13,5,-0.03690019997,1.8310559328356353e-12,12,8,-0.001526871992,6.313918478564332e-11,13,8,-0.008727392028,2.450718270557676e-15,13,8,-0.00953142401,9.533759798796595e-16,12
4,-0.123559944,0.07460060127074002,11,8,-0.002096770004,1.4391450777557983e-09,14,6,-0.01784428799,8.718221277110684e-13,13,9,-0.000172448005,5.98953272138352e-11,14,9,-0.005884448061,2.1938831840336504e-15,14,9,-0.008110632007,9.02060697151218e-16,13
5,-0.04998965598,0.004251293388292785,12,9,-0.001722759998,1.4183366219097656e-09,15,7,-0.009591535993,6.322040670039576e-13,14,10,0.0006338960147,5.804382791596818e-11,15,10,-0.004096320021,2.0463158341981005e-15,15,10,-0.007198752015,8.705907327577953e-16,14
6,-0.01881097601,0.0012624872854955836,13,10,-0.001558700007,1.4093041567778503e-09,16,8,-0.005211519978,5.330677664424955e-13,15,,,,,,,,,,,,
7,-0.007634903991,0.000816990865937163,14,,,,,9,-0.00285110398,4.862538463828943e-13,16,,,,,,,,,,,,
8,-0.00371021601,0.0007012015205318431,15,,,,,10,-0.001362719986,4.58871926561092e-13,17,,,,,,,,,,,,
9,-0.002383128018,0.0006658848396471267,16,,,,,,,,,,,,,,,,,,,,
10,-0.001589024017,0.0006456084925919854,17,,,,,,,,,,,,,,,,,,,,
